Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,2.6374249497311464,0.20469025349057882,2.534793792033273,0.2540453074433657
2,2.5017009864556505,0.24897203018390493,2.4343109624671317,0.27427184466019416
3,2.407960694274999,0.28249966110885183,2.3282741312070185,0.30663430420711973
4,2.3234248268831053,0.31182504179657494,2.285932324850829,0.33737864077669905
5,2.25697162633862,0.33283629298269396,2.214514081146339,0.35436893203883496
6,2.2009179713975873,0.3545253264651394,2.182092759215716,0.3640776699029126
7,2.143256172055036,0.3815010618589309,2.1126108509051376,0.3964401294498382
8,2.0845888191337942,0.4032804663142199,2.072651785940028,0.4231391585760518
9,2.0192954382427364,0.4325606615155212,2.019551792576861,0.43284789644012944
10,1.9588554375084724,0.4571415661289594,1.9962468317025688,0.44093851132686085
11,1.8882892986647688,0.48502101125118613,1.930612311008293,0.4813915857605178
12,1.8156868123333785,0.5151145452080792,1.8421158775156756,0.5202265372168284
13,1.7523178742487913,0.5467443857033121,1.8106764512540454,0.5307443365695793
14,1.6781360139623154,0.5754371695811306,1.7677173799681432,0.5631067961165048
15,1.6179545942343319,0.6015091952464868,1.7287836661230784,0.5736245954692557
16,1.5527092229225972,0.6314219872576928,1.7104432930066749,0.5914239482200647
17,1.5016676268582532,0.6509873028783155,1.6749794969280947,0.5995145631067961
18,1.4433448132709774,0.6743933848447878,1.6908964385492515,0.6092233009708737
19,1.3968956335287606,0.6949075956802675,1.6404397217586975,0.6237864077669902
20,1.3362060535843387,0.7210699923184674,1.6296962503476435,0.633495145631068
21,1.2900357530161313,0.7406353079390899,1.6172049809428095,0.6351132686084142
22,1.2501110221521847,0.764673986715467,1.589408405390372,0.6504854368932039
