Epoch,Train Loss,Train Accuracy,Validation Loss,Validation Accuracy
1,2.632396079009434,0.19595687331536388,2.469348608339228,0.21422797089733225
2,2.4354582561208447,0.2311769991015274,2.399835239617017,0.24171382376717865
3,2.369326461421833,0.2548068283917341,2.3989190708367016,0.24413904607922393
4,2.3258467051325247,0.2587601078167116,2.242149408536277,0.2813257881972514
5,2.2676481426886794,0.27475292003593893,2.2352363012833467,0.28294260307194824
6,2.1975841265161726,0.29371069182389936,2.1590168612949676,0.2918350848827809
7,2.1394892744833784,0.31356693620844567,2.1430385777713217,0.3257881972514147
8,2.079226857311321,0.3345013477088949,2.0464642832331243,0.3354890864995958
9,1.979118584344115,0.36253369272237196,2.0443337270109136,0.35489086499595796
10,1.900339383984726,0.3940700808625337,2.0329011564015764,0.36620856911883587
11,1.8230149371069182,0.41823899371069184,1.9516477222488884,0.3945028294260307
12,1.7165906825584007,0.4505840071877808,1.8800969536302548,0.42037186742118027
13,1.6134548026168014,0.4833782569631626,1.8724198460868027,0.4373484236054972
14,1.4847026266284815,0.5251572327044025,1.941536510964026,0.41875505254648343
15,1.395500091251123,0.5554357592093441,1.813698795599232,0.45917542441390463
16,1.2884012803234501,0.5840071877807727,1.8870580206017582,0.45675020210185935
17,1.1541556989836028,0.6287511230907458,1.8276039561438966,0.47534357316087306
18,1.044196516312893,0.6645103324348607,1.9138071095644704,0.46321746160064675
19,0.9525936376909254,0.6877807726864331,1.9822902324802951,0.4793856103476152
20,0.8788153498427673,0.7172506738544474,1.869341937398949,0.4793856103476152
21,0.7946108315083109,0.7455525606469002,2.034930464329022,0.4858528698464026
22,0.7303757440476191,0.7612758310871518,1.9794754114667543,0.48423605497170574
23,0.6565499880671608,0.7863432165318958,2.1194244360094987,0.47291835084882783
24,0.6369578893615229,0.7964061096136568,2.103735884448262,0.4793856103476152
25,0.590298338527628,0.8148247978436658,2.1395288342512124,0.4898949070331447
